ID,Text,# Id,Subject,Object,Predicate,Lexical cue,DeviceID,Supp
P990055_S002,"proval to add a microtiter plate capture system to the current device.  The device, as modified, will be marketed under the trade name oncogene science complexed psa microtiter elisa and is indicated for the following:  the oncogene science complexed psa microtiter elisa is an in vitro diagnostic assay intended to quantitatively measure complexed psa (cpsa) in human serum.  This device is indicated for the measurement of serum cpsa in conjunction with digital rectal exam (dre) as an aid in the detection of prostate cancer in men aged 50 years and older.  Prostate biopsy is required for the diagnosis of prostate cancer.  The oncogene science complexed psa microtiter elisa is further indicated for follow-up and monitoring of patients with prostate cancer.  Cpsa levels measured by this device should be used in conjunction with information available from clinical and other diagnostic procedures in the management of prostate cancer patien",T2,555-560,age_end,denotes,older,P990055,S002
P990055_S002,"proval to add a microtiter plate capture system to the current device.  The device, as modified, will be marketed under the trade name oncogene science complexed psa microtiter elisa and is indicated for the following:  the oncogene science complexed psa microtiter elisa is an in vitro diagnostic assay intended to quantitatively measure complexed psa (cpsa) in human serum.  This device is indicated for the measurement of serum cpsa in conjunction with digital rectal exam (dre) as an aid in the detection of prostate cancer in men aged 50 years and older.  Prostate biopsy is required for the diagnosis of prostate cancer.  The oncogene science complexed psa microtiter elisa is further indicated for follow-up and monitoring of patients with prostate cancer.  Cpsa levels measured by this device should be used in conjunction with information available from clinical and other diagnostic procedures in the management of prostate cancer patien",T3,545-550,age_start_unit,denotes,years,P990055,S002
P990055_S002,"proval to add a microtiter plate capture system to the current device.  The device, as modified, will be marketed under the trade name oncogene science complexed psa microtiter elisa and is indicated for the following:  the oncogene science complexed psa microtiter elisa is an in vitro diagnostic assay intended to quantitatively measure complexed psa (cpsa) in human serum.  This device is indicated for the measurement of serum cpsa in conjunction with digital rectal exam (dre) as an aid in the detection of prostate cancer in men aged 50 years and older.  Prostate biopsy is required for the diagnosis of prostate cancer.  The oncogene science complexed psa microtiter elisa is further indicated for follow-up and monitoring of patients with prostate cancer.  Cpsa levels measured by this device should be used in conjunction with information available from clinical and other diagnostic procedures in the management of prostate cancer patien",T4,542-544,age_start,denotes,50,P990055,S002
P990055_S002,"proval to add a microtiter plate capture system to the current device.  The device, as modified, will be marketed under the trade name oncogene science complexed psa microtiter elisa and is indicated for the following:  the oncogene science complexed psa microtiter elisa is an in vitro diagnostic assay intended to quantitatively measure complexed psa (cpsa) in human serum.  This device is indicated for the measurement of serum cpsa in conjunction with digital rectal exam (dre) as an aid in the detection of prostate cancer in men aged 50 years and older.  Prostate biopsy is required for the diagnosis of prostate cancer.  The oncogene science complexed psa microtiter elisa is further indicated for follow-up and monitoring of patients with prostate cancer.  Cpsa levels measured by this device should be used in conjunction with information available from clinical and other diagnostic procedures in the management of prostate cancer patien",T1,542-560,age_range,denotes,50 years or older,P990055,S002
P930016_S048,"proval for the STAR S4 IR Excimer Laser System and iDesign Advanced WaveScan Studio System.  The STAR S4 IR Excimer Laser System and iDesign Advanced WaveScan Studio System is indicated for Wavefront-guided laser assisted in situ keratomileusis (LASIK) in patients: 1)	with hyperopia with and without astigmatism as measured by iDesign Advanced        WaveScan Studio System up to +4.00 D spherical equivalent, with up to 2.00 D cylinder; 2)	with agreement between manifest refraction (adjusted for optical infinity) and        iDesign Advanced WaveScan Studio System refraction as follows:            - Spherical Equivalent: Magnitude of the difference is less than 0.625 D.           - Cylinder: Magnitude of the difference is less than or equal to 0.5 D; 3)	18 years of age or older; and4)	with refractive stability (a change of less than or equal to 1.0 D in sphere or cylinder for a minimum of 12 months prior to surger",T9,782-787,age_end,denotes,older,P930016,S048
P930016_S048,"proval for the STAR S4 IR Excimer Laser System and iDesign Advanced WaveScan Studio System.  The STAR S4 IR Excimer Laser System and iDesign Advanced WaveScan Studio System is indicated for Wavefront-guided laser assisted in situ keratomileusis (LASIK) in patients: 1)	with hyperopia with and without astigmatism as measured by iDesign Advanced        WaveScan Studio System up to +4.00 D spherical equivalent, with up to 2.00 D cylinder; 2)	with agreement between manifest refraction (adjusted for optical infinity) and        iDesign Advanced WaveScan Studio System refraction as follows:            - Spherical Equivalent: Magnitude of the difference is less than 0.625 D.           - Cylinder: Magnitude of the difference is less than or equal to 0.5 D; 3)	18 years of age or older; and4)	with refractive stability (a change of less than or equal to 1.0 D in sphere or cylinder for a minimum of 12 months prior to surger",T7,766-771,age_start_unit,denotes,years,P930016,S048
P930016_S048,"proval for the STAR S4 IR Excimer Laser System and iDesign Advanced WaveScan Studio System.  The STAR S4 IR Excimer Laser System and iDesign Advanced WaveScan Studio System is indicated for Wavefront-guided laser assisted in situ keratomileusis (LASIK) in patients: 1)	with hyperopia with and without astigmatism as measured by iDesign Advanced        WaveScan Studio System up to +4.00 D spherical equivalent, with up to 2.00 D cylinder; 2)	with agreement between manifest refraction (adjusted for optical infinity) and        iDesign Advanced WaveScan Studio System refraction as follows:            - Spherical Equivalent: Magnitude of the difference is less than 0.625 D.           - Cylinder: Magnitude of the difference is less than or equal to 0.5 D; 3)	18 years of age or older; and4)	with refractive stability (a change of less than or equal to 1.0 D in sphere or cylinder for a minimum of 12 months prior to surger",T6,762-787,age_range,denotes,18 years of age or older,P930016,S048
P930016_S048,"proval for the STAR S4 IR Excimer Laser System and iDesign Advanced WaveScan Studio System.  The STAR S4 IR Excimer Laser System and iDesign Advanced WaveScan Studio System is indicated for Wavefront-guided laser assisted in situ keratomileusis (LASIK) in patients: 1)	with hyperopia with and without astigmatism as measured by iDesign Advanced        WaveScan Studio System up to +4.00 D spherical equivalent, with up to 2.00 D cylinder; 2)	with agreement between manifest refraction (adjusted for optical infinity) and        iDesign Advanced WaveScan Studio System refraction as follows:            - Spherical Equivalent: Magnitude of the difference is less than 0.625 D.           - Cylinder: Magnitude of the difference is less than or equal to 0.5 D; 3)	18 years of age or older; and4)	with refractive stability (a change of less than or equal to 1.0 D in sphere or cylinder for a minimum of 12 months prior to surger",T10,762-765,age_start,denotes,18,P930016,S048
P940022_S025,"proval for changing the product name of the hires software, model number ci-6055.  The software will be marketed under the trade name soundwave professional suite, model number ci-6055, and is indicated for use in adults with post-lingual onset of severe-to-profound hearing loss and in children with profound hearing loss (12 months to 17 years, 11-months of ag",T9,342-347,age_end_unit,denotes,years,P940022,S025
P940022_S025,"proval for changing the product name of the hires software, model number ci-6055.  The software will be marketed under the trade name soundwave professional suite, model number ci-6055, and is indicated for use in adults with post-lingual onset of severe-to-profound hearing loss and in children with profound hearing loss (12 months to 17 years, 11-months of ag",T8,352-358,age_end_unit,denotes,months,P940022,S025
P940022_S025,"proval for changing the product name of the hires software, model number ci-6055.  The software will be marketed under the trade name soundwave professional suite, model number ci-6055, and is indicated for use in adults with post-lingual onset of severe-to-profound hearing loss and in children with profound hearing loss (12 months to 17 years, 11-months of ag",T7,349-351,age_end,denotes,11,P940022,S025
P940022_S025,"proval for changing the product name of the hires software, model number ci-6055.  The software will be marketed under the trade name soundwave professional suite, model number ci-6055, and is indicated for use in adults with post-lingual onset of severe-to-profound hearing loss and in children with profound hearing loss (12 months to 17 years, 11-months of ag",T6,339-341,age_end,denotes,17,P940022,S025
P940022_S025,"proval for changing the product name of the hires software, model number ci-6055.  The software will be marketed under the trade name soundwave professional suite, model number ci-6055, and is indicated for use in adults with post-lingual onset of severe-to-profound hearing loss and in children with profound hearing loss (12 months to 17 years, 11-months of ag",T5,329-335,age_start_unit,denotes,months,P940022,S025
P940022_S025,"proval for changing the product name of the hires software, model number ci-6055.  The software will be marketed under the trade name soundwave professional suite, model number ci-6055, and is indicated for use in adults with post-lingual onset of severe-to-profound hearing loss and in children with profound hearing loss (12 months to 17 years, 11-months of ag",T4,326-328,age_start,denotes,12,P940022,S025
P940022_S025,"proval for changing the product name of the hires software, model number ci-6055.  The software will be marketed under the trade name soundwave professional suite, model number ci-6055, and is indicated for use in adults with post-lingual onset of severe-to-profound hearing loss and in children with profound hearing loss (12 months to 17 years, 11-months of ag",T3,326-358,age_range,denotes,"12-months through 17 years, 11-months",P940022,S025
P940022_S025,"proval for changing the product name of the hires software, model number ci-6055.  The software will be marketed under the trade name soundwave professional suite, model number ci-6055, and is indicated for use in adults with post-lingual onset of severe-to-profound hearing loss and in children with profound hearing loss (12 months to 17 years, 11-months of ag",T11,289-297,age_category,denotes,children,P940022,S025
P940022_S025,"proval for changing the product name of the hires software, model number ci-6055.  The software will be marketed under the trade name soundwave professional suite, model number ci-6055, and is indicated for use in adults with post-lingual onset of severe-to-profound hearing loss and in children with profound hearing loss (12 months to 17 years, 11-months of ag",T10,216-222,age_category,denotes,adults,P940022,S025
P990071_S009,"proval for the following device modifications: 1) reduced recommended saline flow rate (reduce by ~50%); 2) increase in number of irrigation holes (from 6 to 56); 3) decrease in size of irrigation holes (from 0.016"" to 0.0035"" diameter);4) modified tip electrode material (from 90% platinum/10% iridium to 80% palladium/20% platinum); and 5) update stockert 70 rf generator software (vl. 035 to vl. 037).  The device, as modified, will be marketed under the trade names bi-directional carto xp thermocool sf nay catheter, bi-directional carto 3 thermocool sf nay catheter, and bidirectional thermocool sf catheter and is indicated for: the biosense webster thermocool sf nav diagnostic/ ablation deflectable tip catheter and related accessory devices are indicated for catheter based cardiac electrophysiological mapping (stimulating and recording) and, when used with a compatible rf generator, for the treatment of 1) type i atrial flutter in patients age 18 or older; and 2) drug refractory recurrent symptomatic paroxysmal atrial fibrillation, when used with compatible three-dimensional electroanatomic mapping systems.  The thermocool sf nav diagnostic/ ablation deflectable tip catheter provides location information when used with compatible carto ep navigation systems. the biosense webster thermocool sf diagnostic/ablation deflectable tip catheter and related accessories are indicated for use in catheter-based cardiac electrophysiological mapping (stimulating and recording) and, when used with a compatible rf generator, for the treatment of type i atrial flutter in patients age 18 or old",T17,1602-1607,age_end,denotes,older,P990071,S009
P990071_S009,"proval for the following device modifications: 1) reduced recommended saline flow rate (reduce by ~50%); 2) increase in number of irrigation holes (from 6 to 56); 3) decrease in size of irrigation holes (from 0.016"" to 0.0035"" diameter);4) modified tip electrode material (from 90% platinum/10% iridium to 80% palladium/20% platinum); and 5) update stockert 70 rf generator software (vl. 035 to vl. 037).  The device, as modified, will be marketed under the trade names bi-directional carto xp thermocool sf nay catheter, bi-directional carto 3 thermocool sf nay catheter, and bidirectional thermocool sf catheter and is indicated for: the biosense webster thermocool sf nav diagnostic/ ablation deflectable tip catheter and related accessory devices are indicated for catheter based cardiac electrophysiological mapping (stimulating and recording) and, when used with a compatible rf generator, for the treatment of 1) type i atrial flutter in patients age 18 or older; and 2) drug refractory recurrent symptomatic paroxysmal atrial fibrillation, when used with compatible three-dimensional electroanatomic mapping systems.  The thermocool sf nav diagnostic/ ablation deflectable tip catheter provides location information when used with compatible carto ep navigation systems. the biosense webster thermocool sf diagnostic/ablation deflectable tip catheter and related accessories are indicated for use in catheter-based cardiac electrophysiological mapping (stimulating and recording) and, when used with a compatible rf generator, for the treatment of type i atrial flutter in patients age 18 or old",T19,1596-1598,age_start,denotes,18,P990071,S009
P990071_S009,"proval for the following device modifications: 1) reduced recommended saline flow rate (reduce by ~50%); 2) increase in number of irrigation holes (from 6 to 56); 3) decrease in size of irrigation holes (from 0.016"" to 0.0035"" diameter);4) modified tip electrode material (from 90% platinum/10% iridium to 80% palladium/20% platinum); and 5) update stockert 70 rf generator software (vl. 035 to vl. 037).  The device, as modified, will be marketed under the trade names bi-directional carto xp thermocool sf nay catheter, bi-directional carto 3 thermocool sf nay catheter, and bidirectional thermocool sf catheter and is indicated for: the biosense webster thermocool sf nav diagnostic/ ablation deflectable tip catheter and related accessory devices are indicated for catheter based cardiac electrophysiological mapping (stimulating and recording) and, when used with a compatible rf generator, for the treatment of 1) type i atrial flutter in patients age 18 or older; and 2) drug refractory recurrent symptomatic paroxysmal atrial fibrillation, when used with compatible three-dimensional electroanatomic mapping systems.  The thermocool sf nav diagnostic/ ablation deflectable tip catheter provides location information when used with compatible carto ep navigation systems. the biosense webster thermocool sf diagnostic/ablation deflectable tip catheter and related accessories are indicated for use in catheter-based cardiac electrophysiological mapping (stimulating and recording) and, when used with a compatible rf generator, for the treatment of type i atrial flutter in patients age 18 or old",T18,1596-1607,age_range,denotes,18 years of age or older,P990071,S009
P990071_S009,"proval for the following device modifications: 1) reduced recommended saline flow rate (reduce by ~50%); 2) increase in number of irrigation holes (from 6 to 56); 3) decrease in size of irrigation holes (from 0.016"" to 0.0035"" diameter);4) modified tip electrode material (from 90% platinum/10% iridium to 80% palladium/20% platinum); and 5) update stockert 70 rf generator software (vl. 035 to vl. 037).  The device, as modified, will be marketed under the trade names bi-directional carto xp thermocool sf nay catheter, bi-directional carto 3 thermocool sf nay catheter, and bidirectional thermocool sf catheter and is indicated for: the biosense webster thermocool sf nav diagnostic/ ablation deflectable tip catheter and related accessory devices are indicated for catheter based cardiac electrophysiological mapping (stimulating and recording) and, when used with a compatible rf generator, for the treatment of 1) type i atrial flutter in patients age 18 or older; and 2) drug refractory recurrent symptomatic paroxysmal atrial fibrillation, when used with compatible three-dimensional electroanatomic mapping systems.  The thermocool sf nav diagnostic/ ablation deflectable tip catheter provides location information when used with compatible carto ep navigation systems. the biosense webster thermocool sf diagnostic/ablation deflectable tip catheter and related accessories are indicated for use in catheter-based cardiac electrophysiological mapping (stimulating and recording) and, when used with a compatible rf generator, for the treatment of type i atrial flutter in patients age 18 or old",T15,966-971,age_end,denotes,older,P990071,S009
P990071_S009,"proval for the following device modifications: 1) reduced recommended saline flow rate (reduce by ~50%); 2) increase in number of irrigation holes (from 6 to 56); 3) decrease in size of irrigation holes (from 0.016"" to 0.0035"" diameter);4) modified tip electrode material (from 90% platinum/10% iridium to 80% palladium/20% platinum); and 5) update stockert 70 rf generator software (vl. 035 to vl. 037).  The device, as modified, will be marketed under the trade names bi-directional carto xp thermocool sf nay catheter, bi-directional carto 3 thermocool sf nay catheter, and bidirectional thermocool sf catheter and is indicated for: the biosense webster thermocool sf nav diagnostic/ ablation deflectable tip catheter and related accessory devices are indicated for catheter based cardiac electrophysiological mapping (stimulating and recording) and, when used with a compatible rf generator, for the treatment of 1) type i atrial flutter in patients age 18 or older; and 2) drug refractory recurrent symptomatic paroxysmal atrial fibrillation, when used with compatible three-dimensional electroanatomic mapping systems.  The thermocool sf nav diagnostic/ ablation deflectable tip catheter provides location information when used with compatible carto ep navigation systems. the biosense webster thermocool sf diagnostic/ablation deflectable tip catheter and related accessories are indicated for use in catheter-based cardiac electrophysiological mapping (stimulating and recording) and, when used with a compatible rf generator, for the treatment of type i atrial flutter in patients age 18 or old",T16,960-962,age_start,denotes,18,P990071,S009
P990071_S009,"proval for the following device modifications: 1) reduced recommended saline flow rate (reduce by ~50%); 2) increase in number of irrigation holes (from 6 to 56); 3) decrease in size of irrigation holes (from 0.016"" to 0.0035"" diameter);4) modified tip electrode material (from 90% platinum/10% iridium to 80% palladium/20% platinum); and 5) update stockert 70 rf generator software (vl. 035 to vl. 037).  The device, as modified, will be marketed under the trade names bi-directional carto xp thermocool sf nay catheter, bi-directional carto 3 thermocool sf nay catheter, and bidirectional thermocool sf catheter and is indicated for: the biosense webster thermocool sf nav diagnostic/ ablation deflectable tip catheter and related accessory devices are indicated for catheter based cardiac electrophysiological mapping (stimulating and recording) and, when used with a compatible rf generator, for the treatment of 1) type i atrial flutter in patients age 18 or older; and 2) drug refractory recurrent symptomatic paroxysmal atrial fibrillation, when used with compatible three-dimensional electroanatomic mapping systems.  The thermocool sf nav diagnostic/ ablation deflectable tip catheter provides location information when used with compatible carto ep navigation systems. the biosense webster thermocool sf diagnostic/ablation deflectable tip catheter and related accessories are indicated for use in catheter-based cardiac electrophysiological mapping (stimulating and recording) and, when used with a compatible rf generator, for the treatment of type i atrial flutter in patients age 18 or old",T14,960-971,age_range,denotes,18 years of age or older,P990071,S009
P990055_S000,proval for the bayer immuno 1(tm) complexed psa assay.  The in vitro device is intended to quantitatively measure complexed prostate-specific antigen (cpsa) in human serum on the bayer immuno 1(tm) system.  This device is indicated for the measurement of serum complexed psa in conjunction with digital rectal exam (dre) as an aid in the detection of prostate cancer in men aged 50 years or older.  Biopsy of the prostate is required for the diagnosis of prostate cancer.  This device is further indicated as an aid in the management (monitoring) of prostate cancer patients.  This diagnostic method is not intended for use on any other syst,T4,393-398,age_end,denotes,older,P990055,S000
P990055_S000,proval for the bayer immuno 1(tm) complexed psa assay.  The in vitro device is intended to quantitatively measure complexed prostate-specific antigen (cpsa) in human serum on the bayer immuno 1(tm) system.  This device is indicated for the measurement of serum complexed psa in conjunction with digital rectal exam (dre) as an aid in the detection of prostate cancer in men aged 50 years or older.  Biopsy of the prostate is required for the diagnosis of prostate cancer.  This device is further indicated as an aid in the management (monitoring) of prostate cancer patients.  This diagnostic method is not intended for use on any other syst,T5,384-389,age_start_unit,denotes,years,P990055,S000
P990055_S000,proval for the bayer immuno 1(tm) complexed psa assay.  The in vitro device is intended to quantitatively measure complexed prostate-specific antigen (cpsa) in human serum on the bayer immuno 1(tm) system.  This device is indicated for the measurement of serum complexed psa in conjunction with digital rectal exam (dre) as an aid in the detection of prostate cancer in men aged 50 years or older.  Biopsy of the prostate is required for the diagnosis of prostate cancer.  This device is further indicated as an aid in the management (monitoring) of prostate cancer patients.  This diagnostic method is not intended for use on any other syst,T6,381-383,age_start,denotes,50,P990055,S000
P990055_S000,proval for the bayer immuno 1(tm) complexed psa assay.  The in vitro device is intended to quantitatively measure complexed prostate-specific antigen (cpsa) in human serum on the bayer immuno 1(tm) system.  This device is indicated for the measurement of serum complexed psa in conjunction with digital rectal exam (dre) as an aid in the detection of prostate cancer in men aged 50 years or older.  Biopsy of the prostate is required for the diagnosis of prostate cancer.  This device is further indicated as an aid in the management (monitoring) of prostate cancer patients.  This diagnostic method is not intended for use on any other syst,T3,381-398,age_range,denotes,50 years or older,P990055,S000
P040024_S073,"proval for restylane lyft with lidocaine. this device is indicated for implantation into the deep dermis to superficial subcutis for the correction of moderate to severe facial folds and wrinkles, such as nasolabial folds; and for subcutaneous to supraperiosteal implantation for cheek augmentation and correction of age-related midface contour deficiencies in patients over the age of ",T3,388-390,age_start,denotes,21,P040024,S073
P040024_S073,"proval for restylane lyft with lidocaine. this device is indicated for implantation into the deep dermis to superficial subcutis for the correction of moderate to severe facial folds and wrinkles, such as nasolabial folds; and for subcutaneous to supraperiosteal implantation for cheek augmentation and correction of age-related midface contour deficiencies in patients over the age of ",T2,372-376,age_end,denotes,older,P040024,S073
P040024_S073,"proval for restylane lyft with lidocaine. this device is indicated for implantation into the deep dermis to superficial subcutis for the correction of moderate to severe facial folds and wrinkles, such as nasolabial folds; and for subcutaneous to supraperiosteal implantation for cheek augmentation and correction of age-related midface contour deficiencies in patients over the age of ",T1,372-390,age_range,denotes,21 years of age or older,P040024,S073
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T18,658-663,age_end,denotes,older,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T17,649-654,age_start_unit,denotes,years,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T6,646-663,age_range,denotes,22 years or older,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T16,646-648,age_start,denotes,22,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T9,634-640,age_category,denotes,adults,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T15,427-432,age_end,denotes,older,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T14,418-423,age_start_unit,denotes,years,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T4,415-432,age_range,denotes,22 years or older,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T13,415-417,age_start,denotes,22,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T8,403-409,age_category,denotes,adults,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T10,224-229,age_end,denotes,older,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T12,215-220,age_start_unit,denotes,years,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T2,212-229,age_range,denotes,22 years or older,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T11,212-214,age_start,denotes,22,P170002,S000
P170002_S000,"proval for the RH-2.  The RHA 2 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 3 is indicated for injection into the mid-to-deep dermis for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or older. RHA 4 is indicated for injection into the deep dermis to superficial subcutaneous tissue for the correction of moderate to severe dynamic facial wrinkles and folds, such as nasolabial folds (NLF), in adults aged 22 years or old",T7,200-206,age_category,denotes,adults,P170002,S000
